"""","0111 穀類","0112 いも・豆類","0113 野菜","0114 果実","0115 その他の食用作物","0116 非食用作物","0121 畜産","0131 農業サービス","0151 育林","0152 素材","0153 特用林産物","0171 海面漁業","0172 内水面漁業","0611 金属鉱物","0621 石炭・原油・天然ガス","0631 砂利・砕石","0639 その他の鉱物","1111 食肉","1112 畜産食料品","1113 水産食料品","1114 精穀・製粉","1115 めん・パン・菓子類","1116 農産保存食料品","1117 砂糖・油脂・調味料類","1119 その他の食料品","1121 酒類","1129 その他の飲料","1131 飼料・有機質肥料（別掲を除く。）","1141 たばこ","1511 紡績","1512 織物","1513 ニット生地","1514 染色整理","1519 その他の繊維工業製品","1521 衣服","1522 その他の衣服・身の回り品","1529 その他の繊維既製品","1611 木材","1619 その他の木製品","1621 家具・装備品","1631 パルプ","1632 紙・板紙","1633 加工紙","1641 紙製容器","1649 その他の紙加工品","1911 印刷・製版・製本","2011 化学肥料","2021 ソーダ工業製品","2029 その他の無機化学工業製品","2031 石油化学基礎製品","2041 脂肪族中間物・環式中間物","2042 合成ゴム","2049 その他の有機化学工業製品","2051 合成樹脂","2061 化学繊維","2071 医薬品","2081 油脂加工製品・石けん・界面活性剤・化粧品","2082 塗料・印刷インキ","2083 写真感光材料","2084 農薬","2089 その他の化学最終製品","2111 石油製品","2121 石炭製品","2211 プラスチック製品","2221 タイヤ・チューブ","2229 その他のゴム製品","2311 革製履物","2312 なめし革・毛皮・その他の革製品","2511 ガラス・ガラス製品","2521 セメント・セメント製品","2531 陶磁器","2591 建設用土石製品","2599 その他の窯業・土石製品","2611 銑鉄・粗鋼","2612 鉄屑","2621 熱間圧延鋼材","2622 鋼管","2623 冷延・めっき鋼材","2631 鋳鍛造品","2699 その他の鉄鋼製品","2711 非鉄金属製錬・精製","2712 非鉄金属屑","2721 電線・ケーブル","2729 その他の非鉄金属製品","2811 建設用金属製品","2812 建築用金属製品","2891 ガス・石油機器・暖厨房機器","2899 その他の金属製品","2911 ボイラ・原動機","2912 ポンプ・圧縮機","2913 運搬機械","2914 冷凍機・温湿調整装置","2919 その他のはん用機械","3011 農業用機械","3012 建設・鉱山機械","3013 繊維機械","3014 生活関連産業用機械","3015 基礎素材産業用機械","3016 金属加工機械","3017 半導体製造装置","3019 その他の生産用機械","3111 事務用機械","3112 サービス用機器","3113 計測機器","3114 医療用機械器具","3115 光学機械・レンズ","3116 武器","3211 電子デバイス","3299 その他の電子部品","3311 産業用電気機器","3321 民生用電気機器","3331 電子応用装置","3332 電気計測器","3399 その他の電気機械","3411 民生用電子機器","3412 通信機械","3421 電子計算機・同附属装置","3511 乗用車","3521 トラック・バス・その他の自動車","3522 二輪自動車","3531 自動車部品・同附属品","3541 船舶・同修理","3591 鉄道車両・同修理","3592 航空機・同修理","3599 その他の輸送機械","3911 がん具・運動用品","3919 その他の製造工業製品","3921 再生資源回収・加工処理","4111 住宅建築","4112 非住宅建築","4121 建設補修","4131 公共事業","4191 その他の土木建設","4611 電力","4621 都市ガス","4622 熱供給業","4711 水道","4811 廃棄物処理","5111 卸売","5112 小売","5311 金融","5312 保険","5511 不動産仲介及び賃貸","5521 住宅賃貸料","5531 住宅賃貸料（帰属家賃）","5711 鉄道旅客輸送","5712 鉄道貨物輸送","5721 道路旅客輸送","5722 道路貨物輸送（自家輸送を除く。）","5731 自家輸送（旅客自動車）","5732 自家輸送（貨物自動車）","5741 外洋輸送","5742 沿海・内水面輸送","5743 港湾運送","5751 航空輸送","5761 貨物利用運送","5771 倉庫","5781 こん包","5789 その他の運輸附帯サービス","5791 郵便・信書便","5911 電気通信","5919 その他の通信サービス","5921 放送","5931 情報サービス","5941 インターネット附随サービス","5951 映像・音声・文字情報制作","6111 公務（中央）","6112 公務（地方）","6311 学校教育","6312 社会教育・その他の教育","6321 学術研究機関","6322 企業内研究開発","6411 医療","6421 保健衛生","6431 社会保険・社会福祉","6441 介護","6599 その他の非営利団体サービス","6611 物品賃貸業（貸自動車業を除く。）","6612 貸自動車業","6621 広告","6631 自動車整備","6632 機械修理","6699 その他の対事業所サービス","6711 宿泊業","6721 飲食サービス","6731 洗濯・理容・美容・浴場業","6741 娯楽サービス","6799 その他の対個人サービス","6811 事務用品","6911 分類不明","7000 内生部門計"
"3115 光学機械・レンズ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.88299249288118E-4","2.448579823702253E-4","0.0","0.0011682242990654205","8.896797153024911E-4","2.637826431020839E-4","0.0","6.784260515603799E-4","0.0013966480446927375","0.05484672742336371","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.354274495805819E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0012462851116863197","2.469092255868503E-4","2.5070607015676804E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.005816045089339249","1.0155686676754649E-5","0.0","0.0","0.0","0.0","9.786651008025054E-5","0.0","0.0","8.620290414988431E-5"
"3116 武器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03250383591118322","7.163030575907658E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5369063867881957E-4"
"3211 電子デバイス","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.55897216883764E-5","0.0","0.0","0.0035778175313059034","9.995155409367909E-4","8.902171493975138E-4","4.749465685110425E-4","0.0","0.008492141171051874","0.0010354646647683149","7.345739471106758E-4","6.611570247933885E-4","0.0011682242990654205","0.002001779359430605","0.10393036138222105","0.125","0.07564450474898236","0.06424581005586592","0.02684341342170671","0.0","0.05343511450381679","0.04235920606745199","0.029668411867364748","0.10579100614687803","0.2073170731707317","0.14805194805194805","0.10808440823715773","0.11764705882352941","0.07392363931762795","0.2","0.0","0.0","0.0","0.006911217437533227","0.0","0.0","0.0","0.0","0.06319971108703504","4.164435718960081E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.20852183399108E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02278450653555582","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0010278774181041673"
"3299 その他の電子部品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.314839873703202E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.888934691714269E-6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0010126187879732045","0.0","0.0","0.0","0.04","3.55897216883764E-5","0.0","0.0","0.028622540250447227","0.025013386368851833","5.72282453184116E-4","0.0011873664212776064","0.003087690407575134","5.181645460302838E-4","7.118819570282164E-4","2.448579823702253E-4","0.0049586776859504135","0.014018691588785047","0.002001779359430605","0.0540754418359272","0.041666666666666664","0.05088195386702849","0.12569832402234637","0.05517812758906379","0.0","0.17557251908396945","0.22906244957237373","0.02570204664445502","0.026205111614364285","0.1991869918699187","0.1038961038961039","0.005629101606698348","0.11764705882352941","0.22339561332250202","0.11","0.0","0.0","0.0","0.004518872939925572","7.296902870115129E-4","7.485029940119761E-4","0.0","0.0","0.006861682918020947","8.328871437920162E-4","0.0","5.012978043156171E-4","3.997779011660189E-4","1.6092323961470377E-4","4.914625926758032E-5","0.0","5.6721819182184815E-6","0.0","0.0","2.497377753358973E-5","0.0","1.010606313257639E-5","3.797516424258535E-5","4.278440936122877E-5","1.109188517680465E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4595817487411108E-4","0.0017825311942959","0.001925975548484341","8.598452278589854E-4","3.2690421706440013E-4","0.0036429872495446266","0.006860549196663198","1.6372641316360361E-4","2.814166514232647E-5","0.0","0.0","0.0034812461898803223","0.0","0.0","2.7636524430687598E-5","0.0","0.0","0.0","0.0","0.0","1.2363996043521266E-4","0.10217052404365032","2.0311373353509298E-5","0.0","0.0","0.0","0.0","4.893325504012527E-5","0.02866420333669242","0.0","0.00193854074467014"
"3311 産業用電気機器","0.0","0.0","0.0","0.0","0.0","0.0","1.7568517217146873E-4","0.0","0.0","0.0","0.0","6.971340046475601E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.303534910896874E-5","6.0842054027743974E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.789375292101573E-5","0.0","0.0","0.0036851803106080546","0.0","0.0","0.04409448818897638","0.022636484687083888","0.02146690518783542","0.07153165557510391","0.0017486408291736877","0.0068867252434101165","0.004528612597776863","0.032730727157579596","0.02530416774527569","0.020078354554358472","0.014104683195592287","0.011682242990654205","0.017793594306049824","0.013452914798206279","0.041666666666666664","0.008141112618724558","0.008379888268156424","0.0034797017398508698","0.0","0.0","0.0014523156365983541","0.19435189592257654","0.01973471368489162","0.02032520325203252","0.007792207792207792","0.0013011993663724825","0.0","0.03168155970755483","0.015","0.0","0.0","0.0","0.024720893141945772","0.01532349602724177","0.004491017964071856","0.0","0.004672897196261682","0.0","5.949193884228687E-5","0.0","0.0014147738032907417","0.0036979455857856745","0.0034943332030621392","0.0013058863176814198","0.0034947201390331905","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.605456106744171E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011968348170128585","0.02737138745652956","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.023537994854664E-4","0.002772973927788196"
"3321 民生用電気機器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.08152701391135554","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.432300956705043E-4","7.485029940119761E-4","0.0","0.0","0.0","0.0","0.0","0.0042109015562511835","0.0024097723486951692","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7942717429269996E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.710765986003259E-4","5.820003174547186E-4","5.781588964839753E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1102475852115021E-4","0.0","0.0","0.0","0.014540112723348124","2.0311373353509298E-5","0.0","0.0","0.0","1.055594651653765E-4","0.0","0.0","0.0","2.0532957993229178E-4"
"3331 電子応用装置","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.002663115845539281","0.0","0.0","0.0","0.0","0.0","2.8786919223904658E-5","0.0036241263266891016","0.0014691478942213516","0.012672176308539946","0.0011682242990654205","0.0","0.006330783434450013","0.0","0.0010176390773405698","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.052845528455284556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.002675531052375547","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0026278196151743355","2.5582252056813064E-5","0.0","0.0","0.0","0.0","1.7067381389600908E-4","0.0","0.0","0.0","1.6107987951225013E-5","0.0","0.0","0.0","0.0","0.006175800455690131","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.166743056192135E-5"
"3332 電気計測器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.855758688390831E-4","4.451085746987569E-4","0.0","0.0","8.923944959410444E-4","1.94149624644059E-4","9.794319294809011E-4","0.0","0.0","2.2241992882562276E-4","0.0","0.0","0.007123473541383989","0.0","0.0","0.0","0.0","0.0","0.0036490560050769475","0.0","0.0040650406504065045","0.01948051948051948","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.053834927841738E-4","7.485029940119761E-4","0.0","0.0","0.0","0.0","0.0","5.5699756035068565E-5","1.9988895058300945E-4","4.597806846134394E-5","2.597730847000674E-4","5.856017530271833E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.467275709423114E-4","1.534935123408784E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.197145940760283E-4","5.0778433383773246E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.385282445659725E-5"
"3399 その他の電気機械","0.0","0.0","0.0","0.0","0.0","1.0615711252653928E-4","1.7568517217146873E-4","0.0","0.0","0.0","0.0","7.74593338497289E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.867364322219518E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5049472708599484E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0617384240454913E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.789375292101573E-5","0.0","0.0","0.0","0.0","1.0676916506512919E-4","0.0015748031496062992","0.0","0.0026833631484794273","5.966495831102272E-4","4.133151050774171E-4","0.002612206126810734","0.001440922190201729","0.0015544936380908515","9.707481232202951E-4","7.345739471106758E-4","1.1019283746556474E-4","0.002336448598130841","6.672597864768683E-4","0.0021102611448166712","0.0","0.0037313432835820895","0.0013966480446927375","0.0048053024026512015","0.0","0.015267175572519083","0.008713893819590124","0.006187529747739172","0.009705596894208994","0.0","0.003896103896103896","0.03988458927359131","0.0","0.002437043054427295","0.0","0.0","0.0","0.0","0.002658160552897395","0.0011350737797956867","7.485029940119761E-4","0.0","0.014018691588785047","0.004333694474539545","0.0017252662264263191","0.0","0.003921262824868827","0.005907828983897834","0.0031494976896020597","0.0012005729049651764","0.0014734495721329126","5.6721819182184815E-6","0.0","0.0","1.4984266520153838E-4","0.0","2.981288624110035E-4","1.8987582121292676E-4","8.556881872245754E-6","0.0","6.924728204417977E-5","2.004048177318183E-5","0.0","1.3210912213488342E-4","0.0","1.3971358714634998E-4","0.0","1.2098725600903371E-4","3.6024496657727256E-4","0.0","7.384918355624846E-4","9.220839096357768E-5","0.0","0.0","0.0","4.280821917808219E-4","2.674243690456293E-4","0.0","0.0","0.0","8.373806732540613E-4","0.0","0.0","7.669446841146582E-4","4.7618207791749707E-4","1.3814416110679054E-4","7.457541262716515E-4","1.0602205258693808E-4","0.0016729160657629075","0.0","5.0570018932150835E-5","1.121201928467317E-4","0.0","1.0963469718896637E-5","0.0","0.0","1.4647722279185587E-4","0.0","0.005069238377843719","0.0067753927329416","8.124549341403719E-5","1.3147227030698775E-4","4.5420823933746156E-5","3.432887058015791E-5","7.21323011963406E-4","9.786651008025054E-5","0.0","0.005087739507737204","6.009612921637735E-4"
"3411 民生用電子機器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.94149624644059E-4","0.0","3.3057851239669424E-4","0.0","2.2241992882562276E-4","2.637826431020839E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0015404572725798604","7.485029940119761E-4","0.0","0.0","0.0","1.1898387768457374E-4","0.0","4.233181458665211E-4","4.441976679622432E-4","0.0","6.318804762974613E-5","1.511230330392731E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3971358714634998E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6747613465081226E-4","0.0","0.0","0.0","3.350910918678683E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.551237926057511E-5","0.0","0.0","1.2363996043521266E-4","0.004616860534836311","0.0","0.0","0.0","0.0","2.11118930330753E-4","2.4466627520062635E-5","0.0","0.0","4.398943761689817E-5"
"3412 通信機械","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.745933384972889E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2114108801415304E-5","0.0","0.0","2.5265285497726126E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0842054027743974E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0481081647626035E-4","1.7666804075142806E-5","0.0","0.0","1.2303149606299212E-4","0.0","2.771633989101935E-6","0.0","0.0","0.0","8.91981090000892E-5","0.0","0.0","0.0","0.0","0.0","0.0","1.0154346060113728E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2692644341427043E-4","0.0","0.0","0.0","0.0","0.0","0.006261180679785331","4.079655269129759E-5","6.358693924267956E-5","0.0","0.0","1.7272151534342795E-4","6.471654154801968E-5","0.0","1.1019283746556474E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.068420203324189E-5","0.0","0.0","0.0","0.0","1.414347137361394E-4","0.0","0.025182778229082048","0.0","0.0","0.0","0.0","0.0","0.0037295281336143992","0.0014970059880239522","0.0","0.0","3.6114120621162876E-4","5.949193884228687E-5","1.265022137887413E-4","6.572571212138091E-4","0.0021543586896168795","6.896710269201591E-4","0.0021132891485059536","0.0023801877703685513","2.8360909591092404E-5","0.0","0.0","2.497377753358973E-5","3.9783577339274344E-5","5.507804407254133E-4","3.9010850540110406E-4","2.567064561673726E-4","1.6637827765206975E-4","2.9430094868776403E-4","1.3026313152568188E-4","0.0","6.605456106744171E-5","0.0","6.985679357317499E-5","3.42686929129707E-4","0.0","0.0","3.2309133792123036E-5","8.205464839583163E-5","3.227293683725219E-4","0.0","4.764173415912339E-4","0.0","0.0","3.342804613070366E-5","0.0","8.108787493006171E-6","0.0","0.0","7.816774798718049E-4","0.0","3.834723420573291E-4","0.00657836722456394","5.116450411362613E-5","3.517708142790809E-5","5.301102629346904E-5","5.768676088837612E-5","3.3689479256906346E-4","4.108814038237255E-5","0.0","1.1054609772275039E-4","0.0","1.1275591565857509E-4","1.1102475852115021E-4","1.4647722279185587E-4","4.463289444320464E-4","7.41839762611276E-5","3.2977575248830797E-4","6.702753206658069E-4","2.1912045051164625E-5","3.179457675362231E-4","3.432887058015791E-5","0.0","2.4466627520062635E-5","0.0","0.0","2.4194190689293994E-4"
"3421 電子計算機・同附属装置","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.824488739321771E-4","2.448579823702253E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.054393746503086E-5","0.0","8.373806732540613E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.002938002158532198","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6940031877314824E-5"
